,ORIG_RATE,ORIG_UPB,ORIG_DATE,OLTV,DTI,CSCORE_B,PURPOSE,PROP,NO_UNITS,OCC_STAT,LAST_UPB,LAST_PAID_INSTALLMENT_DATE,LOSS_GIVEN_DEFAULT
8521,6.125,127000.0,2005-08-01,80,47.0,747.0,P,PU,1,P,114387.22,2012-02-01,0.1574249964348069
8522,5.375,53000.0,2005-06-01,85,21.0,736.0,P,CO,1,P,47026.7,2008-09-01,0.4026099591966331
8523,6.25,48000.0,2005-03-01,74,42.0,645.0,C,CO,1,I,45907.19,2008-08-01,0.3526825270814306
8524,5.875,76000.0,2005-06-01,85,20.0,738.0,P,SF,1,P,70260.09,2009-03-01,0.229699085857548
8525,5.75,278000.0,2005-07-01,90,46.0,651.0,C,SF,1,P,277809.62,2005-09-01,0.0
8526,5.875,84000.0,2005-08-01,73,52.0,753.0,P,SF,1,P,75561.89,2012-02-01,0.5646634338552359
8527,5.375,320000.0,2005-06-01,80,36.0,703.0,P,SF,1,P,297181.84,2010-03-01,0.0
8528,5.75,51000.0,2005-08-01,90,19.0,712.0,C,SF,1,P,42829.85,2015-07-01,0.0278048537262543
8529,5.5,216000.0,2005-07-01,90,53.0,714.0,P,SF,1,P,193325.16,2013-06-01,0.0
8530,5.75,88000.0,2005-07-01,80,44.0,744.0,C,SF,1,P,66928.77,2017-01-01,0.0
8531,5.5,189000.0,2005-06-01,79,40.0,643.0,R,SF,1,P,161846.48,2014-03-01,0.0736710662713267
8532,5.5,72000.0,2005-07-01,85,38.0,649.0,P,SF,1,P,64294.86,2012-02-01,0.7369084717763125
8533,6.0,139000.0,2005-08-01,94,46.0,699.0,P,MH,1,P,133315.1,2008-09-01,0.1085205170449489
8534,5.75,138000.0,2005-06-01,80,27.0,666.0,P,SF,1,P,121256.63,2013-05-01,0.9473757672985544
8535,7.375,46000.0,2005-08-01,95,53.0,713.0,P,SF,1,S,43090.17,2010-08-01,0.7670527537003616
8536,5.875,314000.0,2005-08-01,80,54.0,676.0,P,SF,1,P,293431.3,2010-05-01,0.3656966842325323
8537,5.75,320000.0,2005-06-01,80,31.0,743.0,R,PU,1,P,292105.28,2011-03-01,0.1705859126241833
8538,5.5,168000.0,2005-06-01,80,31.0,726.0,P,SF,1,P,163675.77,2007-05-01,0.1233756524665905
8539,5.875,148000.0,2005-08-01,80,27.0,678.0,P,PU,1,P,133449.9,2011-12-01,0.2323236975537637
8540,5.625,188000.0,2005-07-01,90,55.0,705.0,P,PU,1,S,173670.55,2010-10-01,0.1598013350004626
8541,5.5,104000.0,2005-08-01,80,25.0,705.0,C,SF,1,P,94601.28,2011-06-01,0.553141997655621
8542,5.75,107000.0,2005-06-01,80,33.0,662.0,C,SF,1,P,101929.88,2010-10-01,0.2125990436517136
8543,6.75,84000.0,2005-08-01,77,46.0,636.0,R,SF,1,P,82355.91,2006-11-01,0.7086608269215664
8544,5.75,220000.0,2005-06-01,80,47.0,717.0,P,SF,1,P,210172.73,2008-10-01,0.2687194878022578
8545,5.625,72000.0,2005-06-01,80,23.0,688.0,C,SF,1,P,65533.4,2011-06-01,0.5229459776692267
8546,6.125,90000.0,2005-09-01,86,35.0,702.0,C,SF,1,P,83155.72,2011-04-01,0.0825097975541369
8547,7.5,69000.0,2005-06-01,90,52.0,691.0,P,SF,1,I,67912.93,2007-08-01,0.4914070347860398
8548,6.375,101000.0,2005-05-01,90,35.0,725.0,C,SF,1,P,97407.19,2008-01-01,0.4273141630414208
8549,6.625,32000.0,2005-05-01,90,14.0,695.0,P,SF,1,I,30558.18,2009-07-01,0.8680758626805288
8550,6.75,45000.0,2005-02-01,84,5.0,648.0,C,SF,1,I,43893.26,2006-06-01,0.6182802274694249
8551,5.875,160000.0,2005-05-01,85,47.0,603.0,R,SF,1,P,155381.0,2007-07-01,0.576118633257391
8552,6.5,109000.0,2005-08-01,95,51.0,653.0,P,PU,1,P,102406.17,2010-08-01,0.0479424415947831
8553,5.5,240000.0,2005-07-01,75,51.0,728.0,P,SF,1,P,228180.47,2009-01-01,0.2705277706448089
8554,6.0,60000.0,2005-05-01,54,24.0,759.0,P,PU,1,P,57295.09,2008-10-01,0.0
8555,5.5,94000.0,2005-07-01,95,56.0,615.0,P,SF,1,P,89309.98,2008-10-01,0.2112156284134865
8556,6.125,59000.0,2005-05-01,80,38.0,620.0,C,SF,1,P,53853.65,2011-09-01,0.9626787109435918
8557,6.5,64000.0,2005-05-01,80,35.0,759.0,C,SF,1,I,60298.19,2010-01-01,0.9142316879564756
8558,6.25,169000.0,2005-09-01,89,38.0,646.0,C,SF,1,P,164697.88,2007-10-01,0.0
8559,5.5,234000.0,2005-07-01,80,62.0,797.0,P,SF,1,S,215813.95,2010-07-01,0.2987431421508673
8560,7.625,32000.0,2005-06-01,80,25.0,566.0,P,SF,1,P,31753.49,2006-05-01,0.0
8561,6.25,49000.0,2005-06-01,80,44.0,656.0,C,SF,1,I,46042.22,2009-11-01,1.0
8562,5.625,132000.0,2005-07-01,80,47.0,690.0,P,SF,1,P,127886.74,2007-11-01,0.0
8563,5.125,351000.0,2005-07-01,80,,627.0,C,SF,1,P,318615.25,2011-04-01,0.0
8564,5.75,157000.0,2005-07-01,87,33.0,728.0,R,SF,1,P,147172.72,2010-01-01,0.1700224036299186
8565,5.75,179000.0,2005-06-01,95,52.0,686.0,P,PU,1,P,173963.5,2009-12-01,0.0605551283027761
8566,5.875,126000.0,2005-08-01,80,40.0,668.0,P,PU,1,S,120089.47,2009-05-01,0.3381944629455521
8567,5.75,55000.0,2005-07-01,48,13.0,570.0,C,SF,1,P,76112.64,2015-09-01,0.0
8568,5.625,224000.0,2005-08-01,79,43.0,763.0,R,SF,1,P,206181.12,2010-08-01,0.034365353786325
8569,5.875,100000.0,2005-08-01,80,45.0,698.0,R,SF,1,P,74534.98,2013-05-01,0.2418291866787687
8570,5.75,88000.0,2005-08-01,94,15.0,700.0,R,SF,1,P,78503.69,2012-08-01,0.4640378899398833
8571,6.375,94000.0,2005-06-01,85,47.0,766.0,C,SF,1,I,92884.04,2006-02-01,0.0
8572,5.5,133000.0,2005-08-01,95,43.0,798.0,P,SF,1,P,116141.1,2013-05-01,0.0
8573,5.125,145000.0,2005-07-01,91,56.0,717.0,R,SF,1,P,131265.2,2007-08-01,0.1430373395314845
8574,5.5,186000.0,2005-06-01,80,37.0,718.0,C,SF,1,P,176165.6,2009-01-01,0.0886653851649521
8575,5.875,272000.0,2005-08-01,80,38.0,677.0,P,CO,1,S,253351.69,2009-07-01,0.2191439702333244
8576,6.0,202000.0,2005-08-01,95,,658.0,R,SF,1,P,184335.2,2011-10-01,0.0
8577,5.875,219000.0,2005-06-01,78,44.0,747.0,R,SF,1,P,195175.45,2011-01-01,0.4508455375667998
8578,6.25,78000.0,2005-06-01,78,56.0,624.0,R,SF,1,P,70926.33,2010-02-01,0.4653231469823991
8579,6.875,81000.0,2005-07-01,85,30.0,694.0,C,SF,1,P,79316.54,2007-04-01,0.3612867058545678
8580,6.25,153000.0,2005-08-01,89,32.0,753.0,C,SF,1,P,120475.95,2010-02-01,0.2887766664665057
8581,5.5,161000.0,2005-08-01,90,,639.0,P,PU,1,P,148451.75,2010-10-01,0.0
8582,6.25,118000.0,2005-05-01,89,32.0,620.0,C,SF,1,P,113565.03,2008-06-01,0.3158502492101853
8583,5.625,235000.0,2005-06-01,90,50.0,716.0,C,SF,1,P,221715.98,2009-06-01,0.1959598648402802
8584,6.0,63000.0,2005-08-01,95,32.0,,P,SF,1,P,52698.29,2017-09-01,0.3298449351983726
8585,5.875,136000.0,2005-06-01,97,37.0,651.0,P,SF,1,P,132988.97,2007-02-01,0.0349410092490049
8586,5.875,60000.0,2005-08-01,59,39.0,776.0,P,SF,1,I,48414.04,2016-10-01,0.2495952520363223
8587,6.125,122000.0,2005-07-01,80,49.0,578.0,P,SF,1,S,116225.36,2009-01-01,0.5107775196184057
8588,5.75,233000.0,2005-08-01,95,49.0,682.0,P,SF,1,P,216408.31,2009-07-01,0.1531814688841954
8589,5.875,284000.0,2005-06-01,80,34.0,660.0,C,SF,1,P,225111.45,2017-04-01,0.0
8590,6.375,187000.0,2005-07-01,78,39.0,631.0,C,SF,1,P,190847.81,2007-07-01,0.0811032298518288
8591,5.75,78000.0,2005-05-01,80,46.0,681.0,P,SF,1,P,74863.76,2008-09-01,0.0
8592,5.625,125000.0,2005-07-01,93,31.0,784.0,R,SF,1,P,112848.34,2011-10-01,0.0
8593,5.75,65000.0,2005-07-01,72,46.0,720.0,R,SF,1,P,61648.24,2009-02-01,0.755934156896591
8594,5.75,204000.0,2005-06-01,80,64.0,725.0,C,PU,1,P,163294.73,2016-11-01,0.0180461233201506
8595,6.875,113000.0,2005-06-01,90,48.0,635.0,C,SF,1,P,106976.2,2008-12-01,0.1340258144535503
8596,6.5,94000.0,2005-06-01,88,35.0,745.0,C,SF,1,P,87550.62,2010-03-01,0.5235954414852336
8597,5.75,240000.0,2005-07-01,80,45.0,587.0,C,SF,1,P,228066.75,2009-02-01,0.1342131444590783
8598,6.375,249000.0,2005-07-01,80,33.0,751.0,P,CO,1,I,236461.2,2009-07-01,0.4735774828233913
8599,5.75,125000.0,2005-07-01,78,,641.0,C,SF,1,P,115467.26,2012-09-01,0.2964714193870841
8600,6.25,68000.0,2005-05-01,90,49.0,697.0,P,CO,1,I,63729.18,2010-01-01,0.0
8601,5.5,112000.0,2005-06-01,73,29.0,728.0,R,SF,1,P,101908.76,2011-05-01,0.4621622519389856
8602,5.875,108000.0,2005-09-01,80,39.0,657.0,C,PU,1,P,100882.5,2008-01-01,0.5759436984239089
8603,6.625,60000.0,2005-06-01,95,33.0,708.0,R,SF,1,P,48900.44,2009-08-01,0.0
8604,6.5,106000.0,2005-05-01,80,15.0,667.0,R,SF,1,I,109011.8,2008-02-01,0.0
8605,6.5,250000.0,2005-06-01,87,46.0,780.0,P,SF,1,P,214330.62,2014-12-01,0.2063354827092488
8606,6.0,240000.0,2005-08-01,80,47.0,699.0,P,CO,1,I,223210.95,2010-05-01,0.4992175810080677
8607,6.75,35000.0,2005-05-01,90,14.0,695.0,P,SF,1,I,33202.43,2009-06-01,0.4619539964483963
8608,5.375,220000.0,2005-08-01,69,43.0,660.0,R,SF,1,P,221026.9,2009-08-01,0.0
8609,7.0,189000.0,2005-06-01,90,31.0,731.0,C,SF,1,P,174407.31,2011-10-01,0.3536265427248786
8610,5.75,78000.0,2005-06-01,66,28.0,589.0,R,SF,2,P,70362.45,2011-07-01,0.7371360130369602
8611,6.125,119000.0,2005-06-01,90,37.0,637.0,C,PU,1,P,112975.52,2009-04-01,0.0
8612,5.875,143000.0,2005-05-01,94,43.0,709.0,R,SF,1,P,132250.8,2010-09-01,0.3990275068541843
8613,5.875,171000.0,2005-07-01,95,38.0,679.0,P,PU,1,P,157839.38,2009-07-01,0.1086120536898666
8614,5.75,70000.0,2005-07-01,52,43.0,779.0,C,SF,1,P,78579.43,2016-03-01,0.0
8615,5.375,100000.0,2005-06-01,44,57.0,792.0,P,SF,1,P,4786.34,2019-12-01,1.0
8616,6.125,162000.0,2005-05-01,85,32.0,672.0,R,SF,1,I,154269.1,2008-11-01,0.5200101220376693
8617,5.625,177000.0,2005-08-01,76,50.0,682.0,R,SF,1,P,187199.67,2010-06-01,0.1401745701020361
8618,5.5,145000.0,2005-06-01,80,44.0,711.0,P,SF,1,P,125244.72,2013-08-01,0.3675426621032673
8619,5.875,82000.0,2005-07-01,95,20.0,684.0,P,SF,1,P,78606.21,2008-04-01,0.0
8620,5.625,143000.0,2005-07-01,80,26.0,659.0,P,PU,1,P,136839.1,2008-09-01,0.0492791757044256
8621,5.875,184000.0,2005-06-01,80,54.0,806.0,P,CO,1,S,176354.77,2010-08-01,0.3832875641905676
8622,6.0,234000.0,2005-07-01,80,40.0,582.0,P,SF,1,P,237065.88,2010-07-01,0.3001774231485586
8623,6.499,212000.0,2005-07-01,95,37.0,690.0,P,SF,1,S,208027.48,2007-03-01,0.5827205014872082
8624,5.875,69000.0,2005-08-01,68,36.0,662.0,R,SF,1,P,62270.95,2012-02-01,0.3993689318538299
8625,6.0,40000.0,2005-05-01,50,41.0,624.0,C,SF,1,P,27630.79,2011-08-01,0.0
8626,6.125,113000.0,2005-05-01,90,29.0,615.0,R,SF,1,P,108451.59,2008-04-01,0.3168523513586563
8627,6.0,126000.0,2005-06-01,86,64.0,705.0,P,SF,1,P,116613.82,2009-10-01,0.4864769893871793
8628,5.75,85000.0,2005-07-01,70,16.0,,R,SF,1,P,78141.08,2010-10-01,0.0
8629,5.875,213000.0,2005-05-01,80,41.0,669.0,C,SF,1,P,190232.2,2013-05-01,0.0303510138637311
8630,5.75,51000.0,2005-06-01,94,39.0,664.0,P,SF,1,P,45249.08,2011-08-01,0.0
8631,5.5,102000.0,2005-07-01,80,35.0,750.0,C,PU,1,P,98540.99,2008-04-01,0.2101701000179942
8632,5.375,232000.0,2005-06-01,95,42.0,784.0,P,SF,1,P,201444.7,2013-04-01,0.0
8633,6.125,77000.0,2005-10-01,73,36.0,629.0,C,SF,1,P,54698.39,2011-05-01,0.8464147760431708
8634,6.25,180000.0,2005-09-01,75,54.0,807.0,P,SF,2,I,172048.2,2009-02-01,0.4810474903623635
8635,6.0,170000.0,2005-11-01,86,39.0,661.0,R,SF,1,P,164783.27,2010-11-01,0.4345817266537639
8636,5.875,113000.0,2005-10-01,73,46.0,678.0,C,SF,1,P,104268.33,2011-04-01,0.4670703170927833
8637,5.875,64000.0,2005-10-01,50,18.0,647.0,C,MH,1,P,38540.9,2016-05-01,0.0
8638,6.25,142000.0,2005-09-01,85,42.0,632.0,R,SF,1,P,136687.77,2008-09-01,0.4802200649777735
8639,5.75,143000.0,2005-09-01,95,50.0,613.0,P,MH,1,P,124395.1,2013-10-01,0.5065483587985434
8640,6.375,196000.0,2005-09-01,95,38.0,671.0,P,PU,1,P,183761.56,2011-02-01,0.0417872496756156
8641,6.75,221000.0,2005-10-01,90,54.0,731.0,P,SF,1,P,210661.31,2009-06-01,0.1713842828951448
8642,6.0,127000.0,2005-09-01,94,45.0,778.0,P,PU,1,P,120099.4,2009-08-01,0.1537943722380869
8643,6.5,180000.0,2005-08-01,80,41.0,650.0,C,SF,2,I,169969.78,2010-02-01,0.2614588042350543
8644,5.875,167000.0,2005-09-01,90,34.0,784.0,C,SF,1,P,147296.23,2012-10-01,0.0
8645,5.75,188000.0,2005-10-01,86,34.0,703.0,R,SF,1,P,196015.28,2010-10-01,0.2491776361026698
8646,6.125,81000.0,2005-10-01,90,44.0,634.0,C,SF,1,P,67573.95,2016-02-01,0.2120508219813801
8647,7.0,51000.0,2005-12-01,80,41.0,629.0,R,SF,1,P,47955.68,2011-04-01,0.7825178076005074
8648,6.375,232000.0,2005-11-01,80,19.0,777.0,P,SF,1,S,219040.97,2010-04-01,0.0
8649,6.25,114000.0,2005-09-01,84,,716.0,R,PU,1,P,108192.56,2008-12-01,0.2750172922295377
8650,6.5,149000.0,2005-08-01,92,50.0,656.0,P,SF,1,P,144582.4,2008-03-01,0.0
8651,6.5,63000.0,2005-08-01,80,49.0,653.0,P,SF,1,I,58352.27,2011-07-01,0.5245125627159692
8652,6.0,78000.0,2005-09-01,97,28.0,,P,SF,1,P,67924.68,2014-02-01,0.0
8653,6.0,43000.0,2005-09-01,85,44.0,708.0,C,SF,1,I,39009.77,2011-07-01,0.7823995014119559
8654,5.875,336000.0,2005-10-01,95,43.0,624.0,P,PU,1,P,317788.8,2009-07-01,0.0
8655,6.25,344000.0,2005-12-01,80,41.0,668.0,C,PU,1,P,329120.44,2009-06-01,0.3080625618243474
8656,6.5,75000.0,2005-11-01,88,22.0,630.0,R,SF,1,P,72648.05,2010-09-01,0.7332930545921851
8657,6.625,66000.0,2005-09-01,80,60.0,676.0,P,SF,1,S,56600.84,2014-12-01,0.3376948225644473
8658,6.25,232000.0,2005-09-01,80,40.0,700.0,P,SF,1,P,221910.6,2009-03-01,0.1280499931419453
8659,5.875,133000.0,2005-09-01,90,37.0,669.0,R,SF,1,P,122782.83,2011-01-01,0.1839131561493037
8660,5.75,116000.0,2005-10-01,80,33.0,685.0,C,SF,1,P,109017.52,2010-03-01,0.7899218224879702
8661,5.75,97000.0,2005-09-01,56,25.0,785.0,C,SF,1,P,83718.42,2014-04-01,0.0
8662,5.625,156000.0,2005-10-01,78,53.0,784.0,C,SF,1,S,142251.27,2010-09-01,0.2418380359519538
8663,5.375,162000.0,2005-10-01,89,60.0,661.0,P,SF,1,P,154235.16,2009-01-01,0.0
8664,6.25,110000.0,2005-08-01,95,45.0,679.0,P,SF,1,S,105788.16,2008-11-01,0.1504832182300652
8665,6.25,142000.0,2005-11-01,80,45.0,701.0,C,SF,1,P,137331.84,2008-10-01,0.6012157105086926
8666,6.625,53000.0,2005-08-01,69,33.0,508.0,C,SF,1,P,54903.26,2008-01-01,0.7133068298929189
8667,6.0,72000.0,2005-11-01,80,42.0,675.0,C,SF,1,P,21111.36,2017-08-01,0.0
8668,6.375,86000.0,2005-10-01,80,43.0,803.0,P,CO,1,I,63461.68,2011-10-01,0.1896937235232793
8669,5.5,354000.0,2005-08-01,73,34.0,785.0,R,SF,1,P,317610.06,2011-05-01,0.0
8670,6.375,65000.0,2005-10-01,67,51.0,665.0,R,SF,1,P,57426.12,2013-04-01,0.60485612910517
8671,6.2,114000.0,2005-10-01,94,34.0,657.0,R,PU,1,P,110588.38,2008-04-01,0.2705178117396731
8672,6.375,307000.0,2005-11-01,78,28.0,715.0,C,SF,1,P,290258.2,2010-03-01,0.2175336697812787
8673,5.625,316000.0,2005-08-01,85,39.0,670.0,P,PU,1,P,296440.88,2011-07-01,0.0791828006280342
8674,5.5,302000.0,2005-09-01,80,61.0,665.0,R,SF,1,P,285490.56,2009-07-01,0.1565840638285109
8675,5.25,198000.0,2005-09-01,77,52.0,663.0,R,SF,1,P,187280.55,2009-05-01,0.1891147992240361
8676,5.875,293000.0,2005-09-01,90,19.0,595.0,P,CO,1,S,285590.62,2007-08-01,0.0
8677,6.0,132000.0,2005-11-01,66,57.0,636.0,C,SF,1,P,123230.07,2011-12-01,0.4137864381177298
8678,5.625,61000.0,2005-07-01,57,42.0,746.0,C,SF,1,P,49625.29,2011-04-01,0.0
8679,6.25,150000.0,2005-08-01,95,39.0,680.0,P,SF,1,P,146838.83,2007-09-01,0.0962848355295302
8680,6.125,80000.0,2005-08-01,63,16.0,653.0,C,SF,1,P,68929.84,2014-08-01,0.0
8681,6.375,65000.0,2005-08-01,90,37.0,697.0,R,SF,1,I,61168.59,2009-10-01,0.2245595071535555
8682,5.625,143000.0,2005-11-01,65,34.0,650.0,C,SF,1,P,137119.67,2008-10-01,0.0
8683,5.875,133000.0,2005-08-01,86,38.0,634.0,C,SF,1,P,115555.01,2012-02-01,0.1040815071560886
8684,5.75,235000.0,2005-10-01,59,46.0,756.0,C,SF,1,P,224506.06,2009-02-01,0.2544912804414803
8685,6.25,149000.0,2005-09-01,75,56.0,744.0,R,SF,1,P,137816.6,2011-03-01,0.0686839208404466
8686,6.0,51000.0,2005-09-01,85,44.0,708.0,C,SF,1,I,46811.93,2011-07-01,0.6842715328683077
8687,6.75,76000.0,2005-11-01,73,34.0,696.0,R,SF,1,P,74517.3,2007-08-01,0.0
8688,6.0,219000.0,2005-11-01,71,48.0,575.0,R,SF,1,P,209273.55,2009-01-01,0.483364055368396
8689,5.75,89000.0,2005-09-01,75,28.0,671.0,R,SF,1,P,80470.21,2011-10-01,0.3568630492339605
8690,6.25,100000.0,2005-10-01,73,49.0,762.0,R,SF,1,P,86922.8,2014-07-01,0.0
8691,6.0,260000.0,2005-11-01,80,40.0,659.0,P,SF,1,P,242895.69,2010-09-01,0.0
8692,5.5,216000.0,2005-10-01,91,31.0,712.0,R,SF,1,P,202171.47,2009-09-01,0.3497134359339465
8693,5.75,172000.0,2005-10-01,74,55.0,702.0,R,SF,1,P,162589.05,2008-11-01,0.093662802998626
8694,5.375,338000.0,2005-10-01,88,30.0,665.0,P,SF,1,P,314098.6,2009-12-01,0.0
8695,5.75,189000.0,2005-10-01,90,39.0,,C,SF,1,P,175267.27,2010-05-01,0.5068025874323188
8696,6.375,177000.0,2005-10-01,95,45.0,641.0,P,PU,1,P,168284.52,2009-11-01,0.2638798414121613
8697,6.625,79000.0,2005-08-01,75,32.0,730.0,P,PU,1,I,73251.43,2010-12-01,0.4605163274907995
8698,6.0,176000.0,2005-09-01,95,47.0,773.0,R,SF,1,P,160629.5,2011-10-01,0.0
8699,6.0,200000.0,2005-10-01,95,29.0,,P,SF,1,P,188245.69,2009-01-01,0.0
8700,6.375,242000.0,2005-11-01,95,61.0,768.0,P,SF,1,P,231702.83,2009-04-01,0.500779484478457
8701,5.875,306000.0,2005-08-01,82,58.0,778.0,R,SF,1,P,256499.17,2011-04-01,0.028438410376203
8702,7.0,88000.0,2005-12-01,80,20.0,799.0,P,SF,1,I,83415.32,2010-05-01,0.2006322904757485
8703,6.125,99000.0,2005-09-01,97,,619.0,P,SF,1,P,94047.83,2009-07-01,0.3186008787853288
8704,6.0,268000.0,2005-11-01,91,63.0,760.0,R,PU,1,P,246237.44,2011-01-01,0.0
8705,7.125,253000.0,2005-11-01,74,42.0,642.0,R,SF,1,P,253000.0,2005-12-01,0.0448827121417984
8706,7.375,61000.0,2004-12-01,90,39.0,555.0,P,SF,1,I,59166.3,2008-01-01,0.6232919363247492
8707,5.75,239000.0,2005-10-01,95,49.0,687.0,P,PU,1,P,236111.2,2011-08-01,0.1972698535124833
8708,5.75,306000.0,2005-08-01,80,37.0,790.0,P,SF,1,P,283797.0,2010-10-01,0.1100007273574948
8709,5.875,149000.0,2005-10-01,95,29.0,635.0,P,SF,1,P,131549.12,2013-04-01,0.0
8710,5.875,280000.0,2005-10-01,80,50.0,699.0,C,SF,1,P,267419.97,2009-03-01,0.2696144696761302
8711,5.75,147000.0,2005-08-01,80,35.0,674.0,P,PU,1,P,138713.05,2009-07-01,0.0
8712,5.625,171000.0,2005-11-01,80,,784.0,P,SF,1,S,158659.1,2010-10-01,0.5322602721962241
8713,5.75,226000.0,2005-09-01,74,52.0,729.0,P,PU,1,P,215338.38,2009-03-01,0.0372583033925676
8714,5.875,102000.0,2005-08-01,69,22.0,654.0,C,SF,1,P,95248.15,2009-04-01,0.3482802756151837
8715,5.5,148000.0,2005-07-01,83,51.0,687.0,P,CO,1,P,134770.2,2011-04-01,0.0
8716,5.75,111000.0,2005-10-01,80,48.0,699.0,P,SF,1,P,108989.25,2007-04-01,0.0
8717,5.75,209000.0,2005-09-01,95,37.0,730.0,P,SF,1,P,183765.39,2011-04-01,0.2137245256243418
8718,5.625,150000.0,2005-08-01,75,47.0,794.0,P,SF,1,P,132822.84,2012-12-01,0.0835376076445575
8719,6.25,82000.0,2005-11-01,80,38.0,651.0,P,CO,1,I,49662.22,2011-12-01,0.3190626671054645
8720,6.0,87000.0,2005-08-01,85,44.0,789.0,C,SF,1,P,76023.78,2010-01-01,0.6493553772510603
8721,5.5,360000.0,2005-09-01,53,,734.0,P,PU,1,P,285800.47,2016-10-01,0.0
8722,6.625,63000.0,2005-11-01,95,52.0,721.0,P,SF,1,P,49646.44,2018-10-01,0.529090112416859
8723,6.375,134000.0,2005-11-01,90,35.0,801.0,P,SF,1,I,122795.75,2011-07-01,0.187727589606793
8724,6.125,141000.0,2005-11-01,77,48.0,771.0,C,SF,1,P,132652.25,2010-05-01,0.1620685626091906
8725,6.75,105000.0,2005-11-01,75,25.0,801.0,C,SF,1,P,100215.2,2009-05-01,0.0806513005943095
8726,5.75,170000.0,2005-10-01,69,32.0,607.0,C,SF,1,P,160222.56,2009-12-01,0.4729478950374108
8727,5.625,156000.0,2005-09-01,80,34.0,631.0,P,PU,1,P,147776.56,2009-06-01,0.0
8728,5.5,164000.0,2005-10-01,80,28.0,726.0,P,SF,1,P,143670.31,2013-02-01,0.2133615777043071
8729,6.0,106000.0,2005-10-01,80,11.0,716.0,P,CO,1,P,95314.11,2012-09-01,0.0
8730,6.5,103000.0,2005-08-01,90,39.0,686.0,R,SF,1,P,99050.99,2008-07-01,0.7342908234627729
8731,5.875,129000.0,2005-09-01,70,,761.0,C,SF,1,P,110291.82,2011-05-01,0.4286344276245813
8732,6.25,240000.0,2005-11-01,80,61.0,717.0,P,SF,1,P,227319.58,2010-01-01,0.2720871057275528
8733,7.125,180000.0,2005-12-01,90,44.0,726.0,C,SF,1,P,173340.39,2009-05-01,0.0809754616173229
8734,5.875,110000.0,2005-09-01,70,39.0,776.0,P,SF,1,P,82427.61,2016-10-01,0.4067016358056226
8735,5.75,244000.0,2005-11-01,80,,778.0,P,SF,1,P,222798.69,2011-10-01,0.5492407561590774
8736,5.875,359000.0,2005-10-01,75,62.0,672.0,C,SF,1,P,330745.4,2008-09-01,0.3250482827532185
8737,5.625,122000.0,2005-09-01,90,38.0,651.0,R,SF,1,P,111949.19,2011-06-01,0.0
8738,6.125,238000.0,2005-11-01,80,47.0,682.0,P,SF,1,P,229820.52,2008-10-01,0.1651677267911105
8739,7.08,134000.0,2005-11-01,97,37.0,660.0,P,SF,1,P,121201.07,2013-08-01,0.0557358825635175
8740,5.75,131000.0,2005-09-01,80,27.0,709.0,P,SF,1,P,112891.66,2014-04-01,0.1814498347835161
8741,5.5,166000.0,2005-07-01,95,20.0,685.0,P,SF,1,P,162447.69,2007-04-01,0.0285469092518117
8742,5.875,68000.0,2005-09-01,80,42.0,606.0,C,SF,1,P,55208.76,2009-10-01,0.8065990167537971
8743,5.875,165000.0,2005-09-01,86,,641.0,P,SF,1,P,160783.44,2007-09-01,0.0
8744,6.0,300000.0,2005-11-01,80,47.0,777.0,P,SF,1,P,278372.62,2011-01-01,0.4276674335962005
8745,5.75,87000.0,2005-08-01,76,52.0,667.0,R,SF,1,P,73052.56,2014-12-01,0.3303207982843689
8746,6.375,148000.0,2005-11-01,80,28.0,675.0,R,SF,1,P,150124.19,2009-11-01,0.2522614963240155
8747,5.75,221000.0,2005-10-01,72,44.0,719.0,C,PU,1,P,208806.3,2009-09-01,0.0
8748,5.75,71000.0,2005-09-01,60,45.0,665.0,C,SF,1,P,68137.75,2007-07-01,0.0
8749,5.875,102000.0,2005-08-01,80,58.0,709.0,C,SF,1,P,95094.67,2013-11-01,0.3379880839007093
8750,6.0,127000.0,2005-10-01,80,46.0,668.0,C,CO,1,P,117502.42,2011-04-01,0.4507597696900308
8751,5.875,102000.0,2005-09-01,73,20.0,641.0,R,SF,1,S,103210.35,2010-05-01,0.5003215598942415
8752,5.5,284000.0,2005-10-01,80,30.0,668.0,P,SF,1,P,265679.9,2010-04-01,0.2975523311387282
8753,6.125,95000.0,2005-10-01,85,47.0,750.0,R,SF,1,P,82904.78,2014-03-01,0.2014914612132215
8754,5.25,244000.0,2005-08-01,70,46.0,765.0,R,CO,1,S,220294.16,2011-07-01,0.3382551346710239
8755,6.0,144000.0,2005-11-01,80,24.0,,C,SF,1,I,134762.31,2010-08-01,0.2320154641675444
8756,7.0,68000.0,2005-10-01,75,18.0,650.0,C,SF,1,I,63501.44,2010-11-01,0.8092832040809154
8757,6.25,41000.0,2005-11-01,65,50.0,645.0,C,SF,1,I,32543.35,2012-07-01,0.8346938658892182
8758,6.125,72000.0,2005-09-01,80,,655.0,C,SF,1,I,50863.15,2011-09-01,0.3886363730617221
8759,6.0,70000.0,2005-09-01,80,22.0,705.0,P,SF,1,P,63276.13,2011-12-01,1.0
8760,5.875,97000.0,2005-09-01,77,25.0,723.0,C,SF,1,P,88309.55,2011-08-01,0.0685697044053667
8761,5.875,119000.0,2005-11-01,80,34.0,746.0,P,SF,1,P,108777.16,2011-09-01,0.0
